GT1_089145	chr13:18219526-18219550	+
GT1_089146	chr13:18254745-18254954	-
GT1_089147	chr13:18266366-18266471	-
GT1_089148	chr13:18294175-18294576	-
GT1_089149	chr13:18819075-18819356	-
GT1_089150	chr13:18861514-18861544	-
GT1_089151	chr13:18868077-18868132	-
GT1_089152	chr13:18907635-18909066	+
GT1_089153	chr13:18951962-18952097	-
GT1_089154	chr13:18960349-18960631	-
GT1_089155	chr13:18963949-18964136	-
GT1_089156	chr13:18963949-18964006	-
GT1_089157	chr13:18970139-18970213	-
GT1_089158	chr13:18989897-18989994	-
GT1_089159	chr13:18990940-18991013	-
GT1_089160	chr13:19015531-19015678	-
GT1_089161	chr13:19124431-19124569	+
GT1_089162	chr13:19126848-19127011	+
GT1_089163	chr13:19176927-19177607	-
GT1_089164	chr13:19263210-19263351	-
GT1_089165	chr13:19283490-19283582	-
GT1_089166	chr13:19284766-19285208	-
GT1_089167	chr13:19289132-19289189	-
GT1_089168	chr13:19331626-19331751	-
GT1_089169	chr13:19331626-19331883	-
GT1_089170	chr13:19376218-19376304	+
GT1_089171	chr13:19396753-19396868	+
GT1_089172	chr13:19402108-19402219	+
GT1_089173	chr13:19404178-19404306	+
GT1_089174	chr13:19436226-19436306	-
GT1_089175	chr13:19467225-19467344	-
GT1_089176	chr13:19475573-19475623	-
GT1_089177	chr13:19482488-19482547	-
GT1_089178	chr13:19492850-19492903	-
GT1_089179	chr13:19514372-19514428	-
GT1_089180	chr13:19514372-19514408	-
GT1_089181	chr13:19514372-19514426	-
GT1_089182	chr13:19550063-19550145	-
GT1_089183	chr13:19565531-19565610	-
GT1_089184	chr13:19642115-19642270	+
GT1_089185	chr13:19660152-19660320	+
GT1_089186	chr13:19661963-19662081	+
GT1_089187	chr13:19661963-19662077	+
GT1_089188	chr13:19674916-19674984	-
GT1_089189	chr13:19674916-19675653	-
GT1_089190	chr13:19706858-19706905	-
GT1_089191	chr13:19741565-19741649	-
GT1_089192	chr13:19751271-19751467	-
GT1_089193	chr13:19759529-19759693	-
GT1_089194	chr13:19782386-19782791	-
GT1_089195	chr13:19782917-19784773	-
GT1_089196	chr13:19837656-19837821	-
GT1_089197	chr13:19837656-19838116	-
GT1_089198	chr13:19838117-19838985	-
GT1_089199	chr13:19838253-19838985	-
GT1_089200	chr13:19838301-19838985	-
GT1_089201	chr13:19838700-19838985	-
GT1_089202	chr13:19838711-19838985	-
GT1_089203	chr13:19838902-19838985	-
GT1_089204	chr13:19844596-19844934	-
GT1_089205	chr13:19851355-19851448	-
GT1_089206	chr13:19862399-19862466	-
GT1_089207	chr13:19950891-19951001	+
GT1_089208	chr13:19965220-19965281	+
GT1_089209	chr13:19970025-19970071	+
GT1_089210	chr13:19993826-19993919	+
GT1_089211	chr13:20002850-20003135	+
GT1_089212	chr13:20006374-20006586	+
GT1_089213	chr13:20022680-20026762	+
GT1_089214	chr13:20022680-20025375	+
GT1_089215	chr13:20025226-20025375	+
GT1_089216	chr13:20025226-20026762	+
GT1_089217	chr13:20026612-20026762	+
GT1_089218	chr13:20027985-20028064	+
GT1_089219	chr13:20034254-20034404	+
GT1_089220	chr13:20035107-20035211	+
GT1_089221	chr13:20047867-20047954	+
GT1_089222	chr13:20059730-20059804	+
GT1_089223	chr13:20061610-20061731	+
GT1_089224	chr13:20062846-20062971	+
GT1_089225	chr13:20065034-20065081	+
GT1_089226	chr13:20068084-20071923	+
GT1_089227	chr13:20071811-20071923	+
GT1_089228	chr13:20230915-20231061	-
GT1_089229	chr13:20405904-20406128	-
GT1_089230	chr13:20418398-20419084	-
GT1_089231	chr13:20439593-20439754	-
GT1_089232	chr13:20494805-20494899	-
GT1_089233	chr13:20513451-20515820	-
GT1_089234	chr13:20567670-20567785	+
GT1_089235	chr13:20567670-20567793	+
GT1_089236	chr13:20567670-20567743	+
GT1_089237	chr13:20567670-20567892	+
GT1_089238	chr13:20567670-20567780	+
GT1_089239	chr13:20567856-20567997	+
GT1_089240	chr13:20567885-20567997	+
GT1_089241	chr13:20567894-20567997	+
GT1_089242	chr13:20567897-20567997	+
GT1_089243	chr13:20589811-20589867	+
GT1_089244	chr13:20592335-20592404	+
GT1_089245	chr13:20596150-20596240	+
GT1_089246	chr13:20597015-20597119	+
GT1_089247	chr13:20599451-20599565	+
GT1_089248	chr13:20601705-20601748	+
GT1_089249	chr13:20601705-20601746	+
GT1_089250	chr13:20601846-20601933	+
GT1_089251	chr13:20601851-20601933	+
GT1_089252	chr13:20614357-20615879	+
GT1_089253	chr13:20614357-20614910	+
GT1_089254	chr13:20615793-20615879	+
GT1_089255	chr13:20625750-20625849	+
GT1_089256	chr13:20626249-20626374	+
GT1_089257	chr13:20632279-20633028	+
GT1_089258	chr13:20636137-20637950	+
GT1_089259	chr13:20636137-20638518	+
