GT1_040184	chr6:304628-304661	+
GT1_040185	chr6:311880-311962	+
GT1_040186	chr6:335114-338081	+
GT1_040187	chr6:335114-335163	+
GT1_040188	chr6:338821-338913	+
GT1_040189	chr6:341209-341328	+
GT1_040190	chr6:344476-344567	+
GT1_040191	chr6:345854-345928	+
GT1_040192	chr6:350378-350519	+
GT1_040193	chr6:393098-393368	+
GT1_040194	chr6:395487-395546	+
GT1_040195	chr6:398828-398935	+
GT1_040196	chr6:534508-534580	-
GT1_040197	chr6:552242-552430	-
GT1_040198	chr6:564864-564929	-
GT1_040199	chr6:572520-572644	-
GT1_040200	chr6:598860-598941	-
GT1_040201	chr6:629835-629961	-
GT1_040202	chr6:631413-631536	-
GT1_040203	chr6:647501-647666	-
GT1_040204	chr6:657163-657250	-
GT1_040205	chr6:689139-689212	-
GT1_040206	chr6:776615-776969	-
GT1_040207	chr6:776806-776969	-
GT1_040208	chr6:1322803-1323096	-
GT1_040209	chr6:1498329-1498542	+
GT1_040210	chr6:1508813-1508914	+
GT1_040211	chr6:1717508-1717643	-
GT1_040212	chr6:1765618-1766451	-
GT1_040213	chr6:1959867-1959971	-
GT1_040214	chr6:1971632-1971757	-
GT1_040215	chr6:2002234-2002290	-
GT1_040216	chr6:2012826-2012977	-
GT1_040217	chr6:2117469-2117556	-
GT1_040218	chr6:2248837-2248926	+
GT1_040219	chr6:2670059-2670358	-
GT1_040220	chr6:2680221-2680291	-
GT1_040221	chr6:2680221-2680551	-
GT1_040222	chr6:2685483-2685576	-
GT1_040223	chr6:2690144-2692428	-
GT1_040224	chr6:2721036-2721153	-
GT1_040225	chr6:2768691-2768882	+
GT1_040226	chr6:2770120-2770361	+
GT1_040227	chr6:2772988-2773141	+
GT1_040228	chr6:2783406-2783561	+
GT1_040229	chr6:2784324-2784403	+
GT1_040230	chr6:2838549-2838686	-
GT1_040231	chr6:2838549-2839466	-
GT1_040232	chr6:2839335-2839466	-
GT1_040233	chr6:2841216-2841475	-
GT1_040234	chr6:2857911-2857995	-
GT1_040235	chr6:2893411-2893553	-
GT1_040236	chr6:2895391-2895508	-
GT1_040237	chr6:2897926-2898069	-
GT1_040238	chr6:2897926-2898048	-
GT1_040239	chr6:2897926-2898073	-
GT1_040240	chr6:2902220-2902865	-
GT1_040241	chr6:2902220-2902416	-
GT1_040242	chr6:2954592-2954709	-
GT1_040243	chr6:3006816-3006935	+
GT1_040244	chr6:3015112-3015643	+
GT1_040245	chr6:3015219-3015643	+
GT1_040246	chr6:3015530-3015643	+
GT1_040247	chr6:3077779-3077935	+
GT1_040248	chr6:3080979-3082660	+
GT1_040249	chr6:3080979-3081116	+
GT1_040250	chr6:3082547-3083313	+
GT1_040251	chr6:3082547-3082660	+
GT1_040252	chr6:3083085-3083313	+
GT1_040253	chr6:3085259-3085408	+
GT1_040254	chr6:3112071-3112270	+
GT1_040255	chr6:3119285-3119512	+
GT1_040256	chr6:3129045-3129198	+
GT1_040257	chr6:3150023-3150145	+
GT1_040258	chr6:3190827-3191230	-
GT1_040259	chr6:3190827-3191257	-
GT1_040260	chr6:3263141-3263314	+
GT1_040261	chr6:3264174-3264325	+
GT1_040262	chr6:3264209-3264325	+
GT1_040263	chr6:3284936-3284959	-
GT1_040264	chr6:3297638-3297917	-
GT1_040265	chr6:3323266-3323318	-
GT1_040266	chr6:3727551-3727662	-
GT1_040267	chr6:3737617-3737730	-
GT1_040268	chr6:3738796-3739161	-
GT1_040269	chr6:3739058-3739161	-
GT1_040270	chr6:4031019-4031119	+
GT1_040271	chr6:4040772-4040927	+
GT1_040272	chr6:4043091-4043189	+
GT1_040273	chr6:4043108-4043189	+
GT1_040274	chr6:4047175-4047248	+
GT1_040275	chr6:4049352-4049452	+
GT1_040276	chr6:4055553-4055676	+
GT1_040277	chr6:4056527-4056688	+
GT1_040278	chr6:4060413-4060500	+
GT1_040279	chr6:4060413-4060686	+
GT1_040280	chr6:4060413-4060644	+
GT1_040281	chr6:4061015-4061147	+
GT1_040282	chr6:4061655-4061700	+
GT1_040283	chr6:4062557-4062633	+
GT1_040284	chr6:4062557-4062760	+
GT1_040285	chr6:4071651-4071771	-
GT1_040286	chr6:4074577-4074661	-
GT1_040287	chr6:4077355-4077448	-
GT1_040288	chr6:4084578-4084810	-
GT1_040289	chr6:4117543-4119275	-
GT1_040290	chr6:4117543-4117781	-
GT1_040291	chr6:4119186-4119275	-
GT1_040292	chr6:4125250-4125372	-
GT1_040293	chr6:4125250-4125347	-
GT1_040294	chr6:4125250-4125693	-
GT1_040295	chr6:4125250-4125370	-
GT1_040296	chr6:4125796-4126237	-
GT1_040297	chr6:4125897-4126237	-
GT1_040298	chr6:4125912-4126119	+
GT1_040299	chr6:4126135-4126237	-
GT1_040300	chr6:4126138-4126237	-
GT1_040301	chr6:4130179-4130249	-
GT1_040302	chr6:4733159-4733248	+
GT1_040303	chr6:4891713-4892379	+
GT1_040304	chr6:4939077-4939122	+
GT1_040305	chr6:4943546-4943756	+
GT1_040306	chr6:4944797-4946119	+
GT1_040307	chr6:4996222-4996420	-
GT1_040308	chr6:4998716-4998841	-
GT1_040309	chr6:5000563-5000631	-
GT1_040310	chr6:5000563-5001130	-
GT1_040311	chr6:5001094-5001130	-
GT1_040312	chr6:5035325-5035516	+
GT1_040313	chr6:5138708-5138739	-
GT1_040314	chr6:5243300-5243416	-
GT1_040315	chr6:5264990-5265078	+
GT1_040316	chr6:5272426-5272489	+
GT1_040317	chr6:5368550-5369182	+
GT1_040318	chr6:5396633-5396888	+
GT1_040319	chr6:5404542-5404701	+
GT1_040320	chr6:5456953-5457025	-
GT1_040321	chr6:5456953-5457028	-
GT1_040322	chr6:5466559-5467069	+
GT1_040323	chr6:5619400-5619504	+
