EC1_00001	chr1:112700-112804	-
EC1_00002	chr1:267303-268204	-
EC1_00003	chr1:268667-268816	-
EC1_00004	chr1:736713-736770	-
EC1_00005	chr1:738834-740035	-
EC1_00006	chr1:758967-759123	-
EC1_00007	chr1:808574-808623	-
EC1_00008	chr1:817373-818198	-
EC1_00009	chr1:841200-843960	+
EC1_00010	chr1:841200-847806	+
EC1_00011	chr1:847654-847806	+
EC1_00012	chr1:847654-850351	+
EC1_00013	chr1:849484-850351	+
EC1_00014	chr1:946147-946545	-
EC1_00015	chr1:946173-946545	-
EC1_00016	chr1:946757-948232	-
EC1_00017	chr1:948131-948232	-
EC1_00018	chr1:951127-951238	-
EC1_00019	chr1:954004-954082	-
EC1_00020	chr1:954004-954523	-
EC1_00021	chr1:954464-954523	-
EC1_00022	chr1:957099-957273	-
EC1_00023	chr1:963337-963504	+
EC1_00024	chr1:964107-964167	+
EC1_00025	chr1:964107-964180	+
EC1_00026	chr1:973186-973326	+
EC1_00027	chr1:999526-999613	-
EC1_00028	chr1:999533-999613	-
EC1_00029	chr1:999692-999787	-
EC1_00030	chr1:1031785-1031899	+
EC1_00031	chr1:1040665-1040880	+
EC1_00032	chr1:1041173-1042162	+
EC1_00033	chr1:1041956-1042748	+
EC1_00034	chr1:1041956-1042162	+
EC1_00035	chr1:1041961-1042162	+
EC1_00036	chr1:1041961-1042748	+
EC1_00037	chr1:1042691-1042748	+
EC1_00038	chr1:1044888-1045277	+
EC1_00039	chr1:1044888-1044987	+
EC1_00040	chr1:1044892-1044987	+
EC1_00041	chr1:1044892-1045277	+
EC1_00042	chr1:1045161-1045277	+
EC1_00043	chr1:1045964-1046088	+
EC1_00044	chr1:1046160-1046265	+
EC1_00045	chr1:1049566-1049795	+
EC1_00046	chr1:1050233-1050329	+
EC1_00047	chr1:1051032-1051043	+
EC1_00048	chr1:1051453-1051645	+
EC1_00049	chr1:1051993-1053493	+
EC1_00050	chr1:1054824-1055215	+
EC1_00051	chr1:1083915-1084086	-
EC1_00052	chr1:1090876-1090983	-
EC1_00053	chr1:1091278-1091374	-
EC1_00054	chr1:1228468-1228946	-
EC1_00055	chr1:1256045-1256125	-
EC1_00056	chr1:1257208-1257310	-
EC1_00057	chr1:1257208-1262390	-
EC1_00058	chr1:1262269-1262390	-
EC1_00059	chr1:1264783-1264880	-
EC1_00060	chr1:1267862-1267992	-
EC1_00061	chr1:1281202-1281297	+
