GT1_000001	chr1:17233-17368	-
GT1_000002	chr1:136319-136610	-
GT1_000003	chr1:169049-169264	-
GT1_000004	chr1:732981-733213	-
GT1_000005	chr1:733592-733788	-
GT1_000006	chr1:739803-740035	-
GT1_000007	chr1:758967-759123	-
GT1_000008	chr1:759042-759123	-
GT1_000009	chr1:769058-769135	-
GT1_000010	chr1:769058-769712	-
GT1_000011	chr1:769058-769211	-
GT1_000012	chr1:769136-769712	-
GT1_000013	chr1:769424-769712	-
GT1_000014	chr1:769493-769712	-
GT1_000015	chr1:769497-769704	-
GT1_000016	chr1:769497-769712	-
GT1_000017	chr1:769610-769712	-
GT1_000018	chr1:769691-769712	-
GT1_000019	chr1:772976-773107	-
GT1_000020	chr1:783111-783363	+
GT1_000021	chr1:808731-808840	-
GT1_000022	chr1:817373-818198	-
GT1_000023	chr1:849484-849602	+
GT1_000024	chr1:849484-850351	+
GT1_000025	chr1:852671-852766	+
GT1_000026	chr1:865260-865499	+
GT1_000027	chr1:922672-922735	-
GT1_000028	chr1:922672-922714	-
GT1_000029	chr1:925922-926013	+
GT1_000030	chr1:941144-941306	+
GT1_000031	chr1:943253-943377	+
GT1_000032	chr1:945323-945422	-
GT1_000033	chr1:946147-946286	-
GT1_000034	chr1:946173-946286	-
GT1_000035	chr1:946757-948232	-
GT1_000036	chr1:948131-948232	-
GT1_000037	chr1:951127-951238	-
GT1_000038	chr1:954004-954082	-
GT1_000039	chr1:954004-954523	-
GT1_000040	chr1:954464-954523	-
GT1_000041	chr1:956095-956215	-
GT1_000042	chr1:962616-962618	+
GT1_000043	chr1:963337-963504	+
GT1_000044	chr1:964107-964180	+
GT1_000045	chr1:964107-964167	+
GT1_000046	chr1:973186-973326	+
GT1_000047	chr1:973500-973640	+
GT1_000048	chr1:999526-999613	-
GT1_000049	chr1:999533-999613	-
GT1_000050	chr1:999692-999787	-
GT1_000051	chr1:1031785-1031899	+
GT1_000052	chr1:1040665-1040833	+
GT1_000053	chr1:1040665-1040738	+
GT1_000054	chr1:1040665-1040731	+
GT1_000055	chr1:1040665-1040708	+
GT1_000056	chr1:1040665-1040880	+
GT1_000057	chr1:1040665-1040701	+
GT1_000058	chr1:1040665-1040700	+
GT1_000059	chr1:1041161-1042162	+
GT1_000060	chr1:1041173-1042162	+
GT1_000061	chr1:1041173-1041394	+
GT1_000062	chr1:1041173-1041749	+
GT1_000063	chr1:1041173-1041702	+
GT1_000064	chr1:1041173-1041796	+
GT1_000065	chr1:1041173-1041843	+
GT1_000066	chr1:1041173-1041294	+
GT1_000067	chr1:1041173-1041397	+
GT1_000068	chr1:1041173-1042748	+
GT1_000069	chr1:1041403-1042162	+
GT1_000070	chr1:1041478-1042162	+
GT1_000071	chr1:1041489-1042162	+
GT1_000072	chr1:1041797-1042162	+
GT1_000073	chr1:1041844-1042162	+
GT1_000074	chr1:1041844-1042748	+
GT1_000075	chr1:1041923-1042162	+
GT1_000076	chr1:1041956-1041989	+
GT1_000077	chr1:1041956-1042532	+
GT1_000078	chr1:1041956-1042597	+
GT1_000079	chr1:1041956-1042250	+
GT1_000080	chr1:1041956-1042059	+
GT1_000081	chr1:1041956-1042748	+
GT1_000082	chr1:1041956-1042162	+
GT1_000083	chr1:1041961-1042748	+
GT1_000084	chr1:1041961-1042162	+
GT1_000085	chr1:1041970-1042162	+
GT1_000086	chr1:1042321-1042748	+
GT1_000087	chr1:1042472-1042748	+
GT1_000088	chr1:1042489-1042748	+
GT1_000089	chr1:1042691-1042748	+
GT1_000090	chr1:1042707-1042748	+
GT1_000091	chr1:1043538-1043732	+
GT1_000092	chr1:1045161-1045277	+
GT1_000093	chr1:1045964-1046088	+
GT1_000094	chr1:1046089-1046265	+
GT1_000095	chr1:1046160-1046265	+
GT1_000096	chr1:1046173-1046265	+
GT1_000097	chr1:1049566-1049795	+
GT1_000098	chr1:1050233-1050329	+
GT1_000099	chr1:1051032-1051043	+
GT1_000100	chr1:1051453-1051645	+
GT1_000101	chr1:1051993-1053493	+
GT1_000102	chr1:1051993-1052016	+
GT1_000103	chr1:1054824-1055215	+
GT1_000104	chr1:1063079-1063201	+
GT1_000105	chr1:1063079-1064589	+
GT1_000106	chr1:1066466-1068040	-
GT1_000107	chr1:1066466-1067979	-
GT1_000108	chr1:1066474-1067979	-
